grupo,programa,periodo,semestre,modalidad,sede,peama,sede_oferta,programa_original_crudo,puntaje,cupos,fuente,ord
Bogotá,Ingeniería Agronómica,2022-1,I,Regular,Bogotá,,,Ingenieria Agrondémica,497.297,95,22-1_regulares_y_MBP_BOGOTA.pdf,4044
Bogotá,Ingeniería Agronómica,2022-2,II,Regular,Bogotá,,,Ingenieria Agronémica,457.6353,90,22-2_regulares_y_MBP_BOGOTA.pdf,4045
Bogotá,Ingeniería Agronómica,2023-1,I,Regular,Bogotá,,,Ingenieria Agrondémica,553.3086,82,23-1_regulares_y_MBP_BOGOTA.pdf,4046
Bogotá,Ingeniería Agronómica,2023-2,II,Regular,Bogotá,,,Ingenierfa Agrondémica,534.6452,84,23-2_regulares_y_MBP_BOGOTA.pdf,4047
Bogotá,Ingeniería Agronómica,2024-1,I,Regular,Bogotá,,,Ingeniería Agronómica,566.3584,91,24-1_regulares_y_MBP_BOGOTA.pdf,4048
Bogotá,Ingeniería Agronómica,2024-2,II,Regular,Bogotá,,,Ingenierfa Agrondémica,537.888,97,24-2_regulares_y_MBP_BOGOTA.pdf,4049
Bogotá,Ingeniería Agronómica,2025-1,I,Regular,Bogotá,,,Ingenierfa Agrondémica,567.8054,85,2025-1_regulares_y_MBP_BOGOTA.pdf,4050
Bogotá,Ingeniería Agronómica,2025-2,II,Regular,Bogotá,,,Ingenieria Agrondémica,541.0044,88,regulares_y_MBP_BOGOTA.pdf,4051
Bogotá,Ingeniería Agronómica,2026-1,I,Regular,Bogotá,,,Ingenierfa Agrondémica,550.4907,95,26-1_regulares_y_MBP_BOGOTA.pdf,4052
Bogotá,Ingeniería Agrícola,2007-1,I,Regular,Bogotá,,,Ingeniería Agrícola,513.0,73,base_bogota_corregida,4014
Bogotá,Ingeniería Agrícola,2007-2,II,Regular,Bogotá,,,Ingeniería Agrícola,602.0,78,base_bogota_corregida,4015
Bogotá,Ingeniería Agrícola,2008-1,I,Regular,Bogotá,,,Ingeniería Agrícola,650.0,84,base_bogota_corregida,4016
Bogotá,Ingeniería Agrícola,2008-2,II,Regular,Bogotá,,,Ingeniería Agrícola,625.4638,61,base_bogota_corregida,4017
Bogotá,Ingeniería Agrícola,2009-1,I,Regular,Bogotá,,,Ingeniería Agrícola,625.15,75,base_bogota_corregida,4018
Bogotá,Ingeniería Agrícola,2009-2,II,Regular,Bogotá,,,Ingeniería Agrícola,626.3048,64,base_bogota_corregida,4019
Bogotá,Ingeniería Agrícola,2010-1,I,Regular,Bogotá,,,Ingeniería Agrícola,650.1944,90,base_bogota_corregida,4020
Bogotá,Ingeniería Agrícola,2010-2,II,Regular,Bogotá,,,Ingeniería Agrícola,603.9209,97,base_bogota_corregida,4021
Bogotá,Ingeniería Agrícola,2011-1,I,Regular,Bogotá,,,Ingeniería Agrícola,606.89,97,base_bogota_corregida,4022
Bogotá,Ingeniería Agrícola,2011-2,II,Regular,Bogotá,,,Ingeniería Agrícola,609.7144,94,base_bogota_corregida,4023
Bogotá,Ingeniería Agrícola,2012-1,I,Regular,Bogotá,,,Ingeniería Agrícola,601.325,100,base_bogota_corregida,4024
Bogotá,Ingeniería Agrícola,2012-2,II,Regular,Bogotá,,,Ingeniería Agrícola,600.1599,102,base_bogota_corregida,4025
Bogotá,Ingeniería Agrícola,2013-1,I,Regular,Bogotá,,,Ingeniería Agrícola,603.2574,101,base_bogota_corregida,4026
Bogotá,Ingeniería Agrícola,2013-2,II,Regular,Bogotá,,,Ingeniería Agrícola,632.9592,61,base_bogota_corregida,4027
Bogotá,Ingeniería Agrícola,2014-1,I,Regular,Bogotá,,,Ingeniería Agrícola,654.3086,64,base_bogota_corregida,4028
Bogotá,Ingeniería Agrícola,2014-2,II,Regular,Bogotá,,,Ingeniería Agrícola,629.5091,67,base_bogota_corregida,4029
Bogotá,Ingeniería Agrícola,2015-1,I,Regular,Bogotá,,,Ingeniería Agrícola,651.0365,67,base_bogota_corregida,4030
Bogotá,Ingeniería Agrícola,2015-2,II,Regular,Bogotá,,,Ingeniería Agrícola,625.1387,77,base_bogota_corregida,4031
Bogotá,Ingeniería Agrícola,2016-1,I,Regular,Bogotá,,,Ingeniería Agrícola,650.1425,68,base_bogota_corregida,4032
Bogotá,Ingeniería Agrícola,2016-2,II,Regular,Bogotá,,,Ingeniería Agrícola,611.8146,105,base_bogota_corregida,4033
Bogotá,Ingeniería Agrícola,2017-1,I,Regular,Bogotá,,,Ingeniería Agrícola,649.0791,99,base_bogota_corregida,4034
Bogotá,Ingeniería Agrícola,2017-2,II,Regular,Bogotá,,,Ingeniería Agrícola,620.65,105,base_bogota_corregida,4035
Bogotá,Ingeniería Agrícola,2018-1,I,Regular,Bogotá,,,Ingeniería Agrícola,638.699,120,base_bogota_corregida,4036
Bogotá,Ingeniería Agrícola,2018-2,II,Regular,Bogotá,,,Ingeniería Agrícola,616.8581,110,base_bogota_corregida,4037
Bogotá,Ingeniería Agrícola,2019-1,I,Regular,Bogotá,,,Ingeniería Agrícola,637.8989,106,base_bogota_corregida,4038
Bogotá,Ingeniería Agrícola,2019-2,II,Regular,Bogotá,,,Ingeniería Agrícola,606.8497,95,base_bogota_corregida,4039
Bogotá,Ingeniería Agrícola,2020-1,I,Regular,Bogotá,,,Ingenieria Agricola,627.5051,105,201_regulares_y_MBP_Bogota.pdf,4040
Bogotá,Ingeniería Agrícola,2020-2,II,Regular,Bogotá,,,Ingenieria Agricola,467.0261,87,202_regulares_y_MBP_Bogota_1_.pdf,4041
Bogotá,Ingeniería Agrícola,2021-1,I,Regular,Bogotá,,,Ingenieria Agricola,394.8944,85,211_regulares_y_MBP_BOGOTA.pdf,4042
Bogotá,Ingeniería Agrícola,2021-2,II,Regular,Bogotá,,,Ingenieria Agricola,462.3432,85,212_regulares_y_MBP-Bogota.pdf,4043
Bogotá,Ingeniería Agrícola,2022-1,I,Regular,Bogotá,,,Ingenieria Agricola,484.1211,80,22-1_regulares_y_MBP_BOGOTA.pdf,4044
Bogotá,Ingeniería Agrícola,2022-2,II,Regular,Bogotá,,,Ingenieria Agricola,452.467,86,22-2_regulares_y_MBP_BOGOTA.pdf,4045
Bogotá,Ingeniería Agrícola,2023-1,I,Regular,Bogotá,,,Ingenieria Agricola,531.9034,81,23-1_regulares_y_MBP_BOGOTA.pdf,4046
Bogotá,Ingeniería Agrícola,2023-2,II,Regular,Bogotá,,,Ingenieria Agricola,531.6813,80,23-2_regulares_y_MBP_BOGOTA.pdf,4047
Bogotá,Ingeniería Agrícola,2024-1,I,Regular,Bogotá,,,Ingenieria Agricola,548.7672,78,24-1_regulares_y_MBP_BOGOTA.pdf,4048
Bogotá,Ingeniería Agrícola,2024-2,II,Regular,Bogotá,,,Ingenieria Agricola,542.9798,80,24-2_regulares_y_MBP_BOGOTA.pdf,4049
Bogotá,Ingeniería Agrícola,2025-1,I,Regular,Bogotá,,,Ingenieria Agricola,556.3579,80,2025-1_regulares_y_MBP_BOGOTA.pdf,4050
Bogotá,Ingeniería Agrícola,2025-2,II,Regular,Bogotá,,,Ingenieria Agricola,522.4584,81,regulares_y_MBP_BOGOTA.pdf,4051
Bogotá,Ingeniería Agrícola,2026-1,I,Regular,Bogotá,,,Ingenieria Agricola,555.8371,85,26-1_regulares_y_MBP_BOGOTA.pdf,4052
Bogotá,Ingeniería Civil,2007-1,I,Regular,Bogotá,,,Ingeniería Civil,605.0,121,base_bogota_corregida,4014
Bogotá,Ingeniería Civil,2007-2,II,Regular,Bogotá,,,Ingeniería Civil,650.0,122,base_bogota_corregida,4015
Bogotá,Ingeniería Civil,2008-1,I,Regular,Bogotá,,,Ingeniería Civil,696.0,133,base_bogota_corregida,4016
Bogotá,Ingeniería Civil,2008-2,II,Regular,Bogotá,,,Ingeniería Civil,623.264,145,base_bogota_corregida,4017
Bogotá,Ingeniería Civil,2009-1,I,Regular,Bogotá,,,Ingeniería Civil,660.85,132,base_bogota_corregida,4018
Bogotá,Ingeniería Civil,2009-2,II,Regular,Bogotá,,,Ingeniería Civil,624.4295,131,base_bogota_corregida,4019
Bogotá,Ingeniería Civil,2010-1,I,Regular,Bogotá,,,Ingeniería Civil,684.8759,130,base_bogota_corregida,4020
Bogotá,Ingeniería Civil,2010-2,II,Regular,Bogotá,,,Ingeniería Civil,641.9407,138,base_bogota_corregida,4021
Bogotá,Ingeniería Civil,2011-1,I,Regular,Bogotá,,,Ingeniería Civil,703.5972,121,base_bogota_corregida,4022
Bogotá,Ingeniería Civil,2011-2,II,Regular,Bogotá,,,Ingeniería Civil,677.4128,120,base_bogota_corregida,4023
Bogotá,Ingeniería Civil,2012-1,I,Regular,Bogotá,,,Ingeniería Civil,697.0881,121,base_bogota_corregida,4024
Bogotá,Ingeniería Civil,2012-2,II,Regular,Bogotá,,,Ingeniería Civil,660.6486,128,base_bogota_corregida,4025
Bogotá,Ingeniería Civil,2013-1,I,Regular,Bogotá,,,Ingeniería Civil,711.7181,123,base_bogota_corregida,4026
Bogotá,Ingeniería Civil,2013-2,II,Regular,Bogotá,,,Ingeniería Civil,681.189,104,base_bogota_corregida,4027
Bogotá,Ingeniería Civil,2014-1,I,Regular,Bogotá,,,Ingeniería Civil,713.5508,104,base_bogota_corregida,4028
Bogotá,Ingeniería Civil,2014-2,II,Regular,Bogotá,,,Ingeniería Civil,675.5451,111,base_bogota_corregida,4029
Bogotá,Ingeniería Civil,2015-1,I,Regular,Bogotá,,,Ingeniería Civil,704.2613,110,base_bogota_corregida,4030
Bogotá,Ingeniería Civil,2015-2,II,Regular,Bogotá,,,Ingeniería Civil,683.8091,111,base_bogota_corregida,4031
Bogotá,Ingeniería Civil,2016-1,I,Regular,Bogotá,,,Ingeniería Civil,700.3935,111,base_bogota_corregida,4032
Bogotá,Ingeniería Civil,2016-2,II,Regular,Bogotá,,,Ingeniería Civil,659.3646,111,base_bogota_corregida,4033
Bogotá,Ingeniería Civil,2017-1,I,Regular,Bogotá,,,Ingeniería Civil,713.735,111,base_bogota_corregida,4034
Bogotá,Ingeniería Civil,2017-2,II,Regular,Bogotá,,,Ingeniería Civil,670.19,105,base_bogota_corregida,4035
Bogotá,Ingeniería Civil,2018-1,I,Regular,Bogotá,,,Ingeniería Civil,691.8345,118,base_bogota_corregida,4036
Bogotá,Ingeniería Civil,2018-2,II,Regular,Bogotá,,,Ingeniería Civil,658.9023,110,base_bogota_corregida,4037
Bogotá,Ingeniería Civil,2019-1,I,Regular,Bogotá,,,Ingeniería Civil,694.696,109,base_bogota_corregida,4038
Bogotá,Ingeniería Civil,2019-2,II,Regular,Bogotá,,,Ingeniería Civil,643.7972,120,base_bogota_corregida,4039
Bogotá,Ingeniería Civil,2020-1,I,Regular,Bogotá,,,Ingenieria Civil,678.5037,109,201_regulares_y_MBP_Bogota.pdf,4040
Bogotá,Ingeniería Civil,2020-2,II,Regular,Bogotá,,,Ingenieria Civil,617.4947,115,202_regulares_y_MBP_Bogota_1_.pdf,4041
Bogotá,Ingeniería Civil,2021-1,I,Regular,Bogotá,,,Ingenieria Civil,616.5741,120,211_regulares_y_MBP_BOGOTA.pdf,4042
Bogotá,Ingeniería Civil,2021-2,II,Regular,Bogotá,,,Ingenieria Civil,567.6207,120,212_regulares_y_MBP-Bogota.pdf,4043
Bogotá,Ingeniería Civil,2022-1,I,Regular,Bogotá,,,Ingenieria Civil,609.1454,115,22-1_regulares_y_MBP_BOGOTA.pdf,4044
Bogotá,Ingeniería Civil,2022-2,II,Regular,Bogotá,,,Ingenieria Civil,551.1659,119,22-2_regulares_y_MBP_BOGOTA.pdf,4045
Bogotá,Ingeniería Civil,2023-1,I,Regular,Bogotá,,,Ingenieria Civil,627.2663,112,23-1_regulares_y_MBP_BOGOTA.pdf,4046
Bogotá,Ingeniería Civil,2023-2,II,Regular,Bogotá,,,Ingenieria Civil,584.3687,117,23-2_regulares_y_MBP_BOGOTA.pdf,4047
Bogotá,Ingeniería Civil,2024-1,I,Regular,Bogotá,,,Ingenieria Civil,642.7684,108,24-1_regulares_y_MBP_BOGOTA.pdf,4048
Bogotá,Ingeniería Civil,2024-2,II,Regular,Bogotá,,,Ingenieria Civil,603.933,110,24-2_regulares_y_MBP_BOGOTA.pdf,4049
Bogotá,Ingeniería Civil,2025-1,I,Regular,Bogotá,,,Ingenieria Civil,631.6668,111,2025-1_regulares_y_MBP_BOGOTA.pdf,4050
Bogotá,Ingeniería Civil,2025-2,II,Regular,Bogotá,,,Ingenieria Civil,579.1407,113,regulares_y_MBP_BOGOTA.pdf,4051
Bogotá,Ingeniería Civil,2026-1,I,Regular,Bogotá,,,Ingenieria Civil,626.8907,113,26-1_regulares_y_MBP_BOGOTA.pdf,4052
Bogotá,Ingeniería Electrónica,2007-1,I,Regular,Bogotá,,,Ingeniería Electrónica,668.0,79,base_bogota_corregida,4014
Bogotá,Ingeniería Electrónica,2007-2,II,Regular,Bogotá,,,Ingeniería Electrónica,678.0,70,base_bogota_corregida,4015
Bogotá,Ingeniería Electrónica,2008-1,I,Regular,Bogotá,,,Ingeniería Electrónica,726.0,68,base_bogota_corregida,4016
Bogotá,Ingeniería Electrónica,2008-2,II,Regular,Bogotá,,,Ingeniería Electrónica,661.9419,81,base_bogota_corregida,4017
Bogotá,Ingeniería Electrónica,2009-1,I,Regular,Bogotá,,,Ingeniería Electrónica,727.63,70,base_bogota_corregida,4018
Bogotá,Ingeniería Electrónica,2009-2,II,Regular,Bogotá,,,Ingeniería Electrónica,669.123,70,base_bogota_corregida,4019
Bogotá,Ingeniería Electrónica,2010-1,I,Regular,Bogotá,,,Ingeniería Electrónica,713.808,68,base_bogota_corregida,4020
Bogotá,Ingeniería Electrónica,2010-2,II,Regular,Bogotá,,,Ingeniería Electrónica,669.1085,74,base_bogota_corregida,4021
Bogotá,Ingeniería Electrónica,2011-1,I,Regular,Bogotá,,,Ingeniería Electrónica,726.4936,74,base_bogota_corregida,4022
Bogotá,Ingeniería Electrónica,2011-2,II,Regular,Bogotá,,,Ingeniería Electrónica,681.2048,66,base_bogota_corregida,4023
Bogotá,Ingeniería Electrónica,2012-1,I,Regular,Bogotá,,,Ingeniería Electrónica,710.8727,67,base_bogota_corregida,4024
Bogotá,Ingeniería Electrónica,2012-2,II,Regular,Bogotá,,,Ingeniería Electrónica,676.1752,70,base_bogota_corregida,4025
Bogotá,Ingeniería Electrónica,2013-1,I,Regular,Bogotá,,,Ingeniería Electrónica,715.2877,64,base_bogota_corregida,4026
Bogotá,Ingeniería Electrónica,2013-2,II,Regular,Bogotá,,,Ingeniería Electrónica,689.3859,54,base_bogota_corregida,4027
Bogotá,Ingeniería Electrónica,2014-1,I,Regular,Bogotá,,,Ingeniería Electrónica,720.3325,63,base_bogota_corregida,4028
Bogotá,Ingeniería Electrónica,2014-2,II,Regular,Bogotá,,,Ingeniería Electrónica,678.677,69,base_bogota_corregida,4029
Bogotá,Ingeniería Electrónica,2015-1,I,Regular,Bogotá,,,Ingeniería Electrónica,722.2947,58,base_bogota_corregida,4030
Bogotá,Ingeniería Electrónica,2015-2,II,Regular,Bogotá,,,Ingeniería Electrónica,687.2901,63,base_bogota_corregida,4031
Bogotá,Ingeniería Electrónica,2016-1,I,Regular,Bogotá,,,Ingeniería Electrónica,714.396,63,base_bogota_corregida,4032
Bogotá,Ingeniería Electrónica,2016-2,II,Regular,Bogotá,,,Ingeniería Electrónica,678.5997,58,base_bogota_corregida,4033
Bogotá,Ingeniería Electrónica,2017-1,I,Regular,Bogotá,,,Ingeniería Electrónica,742.912,55,base_bogota_corregida,4034
Bogotá,Ingeniería Electrónica,2017-2,II,Regular,Bogotá,,,Ingeniería Electrónica,685.62,54,base_bogota_corregida,4035
Bogotá,Ingeniería Electrónica,2018-1,I,Regular,Bogotá,,,Ingeniería Electrónica,715.3468,60,base_bogota_corregida,4036
Bogotá,Ingeniería Electrónica,2018-2,II,Regular,Bogotá,,,Ingeniería Electrónica,674.1568,60,base_bogota_corregida,4037
Bogotá,Ingeniería Electrónica,2019-1,I,Regular,Bogotá,,,Ingeniería Electrónica,721.8709,60,base_bogota_corregida,4038
Bogotá,Ingeniería Electrónica,2019-2,II,Regular,Bogotá,,,Ingeniería Electrónica,668.5883,65,base_bogota_corregida,4039
Bogotá,Ingeniería Electrónica,2020-1,I,Regular,Bogotá,,,Ingenieria Electronica,712.2769,60,201_regulares_y_MBP_Bogota.pdf,4040
Bogotá,Ingeniería Electrónica,2020-2,II,Regular,Bogotá,,,Ingenieria Electronica,628.8199,64,202_regulares_y_MBP_Bogota_1_.pdf,4041
Bogotá,Ingeniería Electrónica,2021-1,I,Regular,Bogotá,,,Ingeniería Electrónica,633.4291,58,base_bogota_corregida,4042
Bogotá,Ingeniería Electrónica,2021-2,II,Regular,Bogotá,,,Ingenieria Electronica,573.4885,58,212_regulares_y_MBP-Bogota.pdf,4043
Bogotá,Ingeniería Electrónica,2022-1,I,Regular,Bogotá,,,Ingenieria Electronica,621.2935,58,22-1_regulares_y_MBP_BOGOTA.pdf,4044
Bogotá,Ingeniería Electrónica,2022-2,II,Regular,Bogotá,,,Ingenieria Electronica,585.1539,62,22-2_regulares_y_MBP_BOGOTA.pdf,4045
Bogotá,Ingeniería Electrónica,2023-1,I,Regular,Bogotá,,,Ingenieria Electronica,655.6939,60,23-1_regulares_y_MBP_BOGOTA.pdf,4046
Bogotá,Ingeniería Electrónica,2023-2,II,Regular,Bogotá,,,Ingeniería Electrónica,677.426,57,base_bogota_corregida,4047
Bogotá,Ingeniería Electrónica,2024-1,I,Regular,Bogotá,,,Ingenieria Electronica,674.5581,56,24-1_regulares_y_MBP_BOGOTA.pdf,4048
Bogotá,Ingeniería Electrónica,2024-2,II,Regular,Bogotá,,,Ingeniería Electrónica,718.1219,56,base_bogota_corregida,4049
Bogotá,Ingeniería Electrónica,2025-1,I,Regular,Bogotá,,,Ingeniería Electrónica,799.06,58,base_bogota_corregida,4050
Bogotá,Ingeniería Electrónica,2025-2,II,Regular,Bogotá,,,Ingenieria Electronica,629.5506,57,regulares_y_MBP_BOGOTA.pdf,4051
Bogotá,Ingeniería Electrónica,2026-1,I,Regular,Bogotá,,,Ingeniería Electrónica,718.4883,59,base_bogota_corregida,4052
Bogotá,Ingeniería Eléctrica,2007-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,583.0,54,base_bogota_corregida,4014
Bogotá,Ingeniería Eléctrica,2007-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,659.0,46,base_bogota_corregida,4015
Bogotá,Ingeniería Eléctrica,2008-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,701.0,56,base_bogota_corregida,4016
Bogotá,Ingeniería Eléctrica,2008-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,653.6349,57,base_bogota_corregida,4017
Bogotá,Ingeniería Eléctrica,2009-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,701.77,45,base_bogota_corregida,4018
Bogotá,Ingeniería Eléctrica,2009-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,650.2492,68,base_bogota_corregida,4019
Bogotá,Ingeniería Eléctrica,2010-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,704.0556,58,base_bogota_corregida,4020
Bogotá,Ingeniería Eléctrica,2010-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,602.2472,78,base_bogota_corregida,4021
Bogotá,Ingeniería Eléctrica,2011-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,608.4382,69,base_bogota_corregida,4022
Bogotá,Ingeniería Eléctrica,2011-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,629.0412,63,base_bogota_corregida,4023
Bogotá,Ingeniería Eléctrica,2012-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,636.6226,64,base_bogota_corregida,4024
Bogotá,Ingeniería Eléctrica,2012-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,617.2583,64,base_bogota_corregida,4025
Bogotá,Ingeniería Eléctrica,2013-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,624.6936,58,base_bogota_corregida,4026
Bogotá,Ingeniería Eléctrica,2013-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,664.4504,56,base_bogota_corregida,4027
Bogotá,Ingeniería Eléctrica,2014-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,700.4508,62,base_bogota_corregida,4028
Bogotá,Ingeniería Eléctrica,2014-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,658.9682,62,base_bogota_corregida,4029
Bogotá,Ingeniería Eléctrica,2015-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,680.8843,58,base_bogota_corregida,4030
Bogotá,Ingeniería Eléctrica,2015-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,660.7321,61,base_bogota_corregida,4031
Bogotá,Ingeniería Eléctrica,2016-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,693.7442,58,base_bogota_corregida,4032
Bogotá,Ingeniería Eléctrica,2016-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,648.9961,56,base_bogota_corregida,4033
Bogotá,Ingeniería Eléctrica,2017-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,700.0246,55,base_bogota_corregida,4034
Bogotá,Ingeniería Eléctrica,2017-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,656.19,53,base_bogota_corregida,4035
Bogotá,Ingeniería Eléctrica,2018-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,689.7576,54,base_bogota_corregida,4036
Bogotá,Ingeniería Eléctrica,2018-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,650.4384,55,base_bogota_corregida,4037
Bogotá,Ingeniería Eléctrica,2019-1,I,Regular,Bogotá,,,Ingeniería Eléctrica,690.7929,55,base_bogota_corregida,4038
Bogotá,Ingeniería Eléctrica,2019-2,II,Regular,Bogotá,,,Ingeniería Eléctrica,644.9933,60,base_bogota_corregida,4039
Bogotá,Ingeniería Eléctrica,2020-1,I,Regular,Bogotá,,,Ingenieria Eléctrica,677.0153,60,201_regulares_y_MBP_Bogota.pdf,4040
Bogotá,Ingeniería Eléctrica,2020-2,II,Regular,Bogotá,,,Ingenieria Eléctrica,571.2955,52,202_regulares_y_MBP_Bogota_1_.pdf,4041
Bogotá,Ingeniería Eléctrica,2021-1,I,Regular,Bogotá,,,Ingenieria Electrénica | Ingenieria Eléctrica,574.5743,58,211_regulares_y_MBP_BOGOTA.pdf,4042
Bogotá,Ingeniería Eléctrica,2021-2,II,Regular,Bogotá,,,Ingenieria Eléctrica,552.7433,55,212_regulares_y_MBP-Bogota.pdf,4043
Bogotá,Ingeniería Eléctrica,2022-1,I,Regular,Bogotá,,,Ingenieria Eléctrica,557.4286,55,22-1_regulares_y_MBP_BOGOTA.pdf,4044
Bogotá,Ingeniería Eléctrica,2022-2,II,Regular,Bogotá,,,Ingenieria Eléctrica,548.5766,57,22-2_regulares_y_MBP_BOGOTA.pdf,4045
Bogotá,Ingeniería Eléctrica,2023-1,I,Regular,Bogotá,,,Ingenieria Eléctrica,619.4595,55,23-1_regulares_y_MBP_BOGOTA.pdf,4046
Bogotá,Ingeniería Eléctrica,2023-2,II,Regular,Bogotá,,,Ingenierfa Electrénica | Ingenierfa Eléctrica,599.2324,57,23-2_regulares_y_MBP_BOGOTA.pdf,4047
Bogotá,Ingeniería Eléctrica,2024-1,I,Regular,Bogotá,,,Ingenieria Eléctrica,625.1028,52,24-1_regulares_y_MBP_BOGOTA.pdf,4048
Bogotá,Ingeniería Eléctrica,2024-2,II,Regular,Bogotá,,,Ingenierfa Electrénica | Ingenieria Eléctrica,607.9369,56,24-2_regulares_y_MBP_BOGOTA.pdf,4049
Bogotá,Ingeniería Eléctrica,2025-1,I,Regular,Bogotá,,,Ingenierfa Electrénica | Ingenieria Eléctrica,638.9449,58,2025-1_regulares_y_MBP_BOGOTA.pdf,4050
Bogotá,Ingeniería Eléctrica,2025-2,II,Regular,Bogotá,,,Ingenieria Eléctrica,580.929,55,regulares_y_MBP_BOGOTA.pdf,4051
Bogotá,Ingeniería Eléctrica,2026-1,I,Regular,Bogotá,,,Ingenieria Eléctrica,632.6991,55,26-1_regulares_y_MBP_BOGOTA.pdf,4052
Bogotá,Ingeniería Industrial,2007-1,I,Regular,Bogotá,,,Ingeniería Industrial,690.0,52,base_bogota_corregida,4014
Bogotá,Ingeniería Industrial,2007-2,II,Regular,Bogotá,,,Ingeniería Industrial,688.0,54,base_bogota_corregida,4015
Bogotá,Ingeniería Industrial,2008-1,I,Regular,Bogotá,,,Ingeniería Industrial,744.0,54,base_bogota_corregida,4016
Bogotá,Ingeniería Industrial,2008-2,II,Regular,Bogotá,,,Ingeniería Industrial,697.7921,56,base_bogota_corregida,4017
Bogotá,Ingeniería Industrial,2009-1,I,Regular,Bogotá,,,Ingeniería Industrial,708.69,57,base_bogota_corregida,4018
Bogotá,Ingeniería Industrial,2009-2,II,Regular,Bogotá,,,Ingeniería Industrial,714.5567,50,base_bogota_corregida,4019
Bogotá,Ingeniería Industrial,2010-1,I,Regular,Bogotá,,,Ingeniería Industrial,719.8709,56,base_bogota_corregida,4020
Bogotá,Ingeniería Industrial,2010-2,II,Regular,Bogotá,,,Ingeniería Industrial,686.7508,64,base_bogota_corregida,4021
Bogotá,Ingeniería Industrial,2011-1,I,Regular,Bogotá,,,Ingeniería Industrial,728.9639,64,base_bogota_corregida,4022
Bogotá,Ingeniería Industrial,2011-2,II,Regular,Bogotá,,,Ingeniería Industrial,722.78,62,base_bogota_corregida,4023
Bogotá,Ingeniería Industrial,2012-1,I,Regular,Bogotá,,,Ingeniería Industrial,744.109,67,base_bogota_corregida,4024
Bogotá,Ingeniería Industrial,2012-2,II,Regular,Bogotá,,,Ingeniería Industrial,684.8584,69,base_bogota_corregida,4025
Bogotá,Ingeniería Industrial,2013-1,I,Regular,Bogotá,,,Ingeniería Industrial,736.4229,60,base_bogota_corregida,4026
Bogotá,Ingeniería Industrial,2013-2,II,Regular,Bogotá,,,Ingeniería Industrial,714.9868,44,base_bogota_corregida,4027
Bogotá,Ingeniería Industrial,2014-1,I,Regular,Bogotá,,,Ingeniería Industrial,739.4536,40,base_bogota_corregida,4028
Bogotá,Ingeniería Industrial,2014-2,II,Regular,Bogotá,,,Ingeniería Industrial,704.5988,45,base_bogota_corregida,4029
Bogotá,Ingeniería Industrial,2015-1,I,Regular,Bogotá,,,Ingeniería Industrial,720.7829,48,base_bogota_corregida,4030
Bogotá,Ingeniería Industrial,2015-2,II,Regular,Bogotá,,,Ingeniería Industrial,691.4998,50,base_bogota_corregida,4031
Bogotá,Ingeniería Industrial,2016-1,I,Regular,Bogotá,,,Ingeniería Industrial,713.9273,40,base_bogota_corregida,4032
Bogotá,Ingeniería Industrial,2016-2,II,Regular,Bogotá,,,Ingeniería Industrial,690.7735,47,base_bogota_corregida,4033
Bogotá,Ingeniería Industrial,2017-1,I,Regular,Bogotá,,,Ingeniería Industrial,719.1641,44,base_bogota_corregida,4034
Bogotá,Ingeniería Industrial,2017-2,II,Regular,Bogotá,,,Ingeniería Industrial,689.03,47,base_bogota_corregida,4035
Bogotá,Ingeniería Industrial,2018-1,I,Regular,Bogotá,,,Ingeniería Industrial,708.4429,44,base_bogota_corregida,4036
Bogotá,Ingeniería Industrial,2018-2,II,Regular,Bogotá,,,Ingeniería Industrial,681.9669,44,base_bogota_corregida,4037
Bogotá,Ingeniería Industrial,2019-1,I,Regular,Bogotá,,,Ingeniería Industrial,710.3484,44,base_bogota_corregida,4038
Bogotá,Ingeniería Industrial,2019-2,II,Regular,Bogotá,,,Ingeniería Industrial,655.0716,46,base_bogota_corregida,4039
Bogotá,Ingeniería Industrial,2020-1,I,Regular,Bogotá,,,Ingenieria Industrial,683.9687,44,201_regulares_y_MBP_Bogota.pdf,4040
